domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
edelcap.com, 2142, 54906032317 (51.14GB), 0, 410548, 54906032317, 0, 0, 0, 0
  atul.chavan, 11075 (10.82KB), 0, 5, 11075, 0, 0, 0, 0
  sanjeev.rastogi, 134360200 (128.14MB), 0, 840, 134360200, 0, 0, 0, 0
  lalit.purohit, 791181 (772.64KB), 0, 23, 791181, 0, 0, 0, 0
  anuja.desai, 36830 (35.97KB), 0, 34, 36830, 0, 0, 0, 0
  manmeet.sawhney, 15199294 (14.50MB), 0, 124, 15199294, 0, 0, 0, 0
  pmscompliance, 36322 (35.47KB), 0, 30, 36322, 0, 0, 0, 0
  zubin.dedhia, 351726 (343.48KB), 0, 8, 351726, 0, 0, 0, 0
  abhishekr.sharma, 937543 (915.57KB), 0, 64, 937543, 0, 0, 0, 0
  insurance.brokers, 8033999 (7.66MB), 0, 102, 8033999, 0, 0, 0, 0
  deepti.muddap, 3141668 (3.00MB), 0, 50, 3141668, 0, 0, 0, 0
  ganesh.more, 14832360 (14.15MB), 0, 108, 14832360, 0, 0, 0, 0
  bhavin.shah, 15085 (14.73KB), 0, 7, 15085, 0, 0, 0, 0
  chandramani.waghmare, 5425924 (5.17MB), 0, 216, 5425924, 0, 0, 0, 0
  gouri.puri, 52917193 (50.47MB), 0, 64, 52917193, 0, 0, 0, 0
  nishant.tiwary, 61216009 (58.38MB), 0, 285, 61216009, 0, 0, 0, 0
  yamit.shah, 3631940 (3.46MB), 0, 188, 3631940, 0, 0, 0, 0
  resourcesops, 7444504 (7.10MB), 0, 2025, 7444504, 0, 0, 0, 0
  mn.ramalingaiah, 475838 (464.69KB), 0, 36, 475838, 0, 0, 0, 0
  waisops.support, 14155 (13.82KB), 0, 6, 14155, 0, 0, 0, 0
  chennai, 140715 (137.42KB), 0, 87, 140715, 0, 0, 0, 0
  n.nandhakumar, 4709866 (4.49MB), 0, 31, 4709866, 0, 0, 0, 0
  abhilasha.kadam, 870825 (850.42KB), 0, 24, 870825, 0, 0, 0, 0
  dinesh.mehta, 11620721 (11.08MB), 0, 328, 11620721, 0, 0, 0, 0
  iealgo, 15474 (15.11KB), 0, 7, 15474, 0, 0, 0, 0
  vikesh.agarwal, 11478 (11.21KB), 0, 5, 11478, 0, 0, 0, 0
  bhavesh.chauhan, 16014379 (15.27MB), 0, 588, 16014379, 0, 0, 0, 0
  gautam.khanna, 11199 (10.94KB), 0, 5, 11199, 0, 0, 0, 0
  hitesh.gupta, 13948 (13.62KB), 0, 6, 13948, 0, 0, 0, 0
  cmg, 41151 (40.19KB), 0, 32, 41151, 0, 0, 0, 0
  sandeep.bhandarkar, 149612 (146.11KB), 0, 8, 149612, 0, 0, 0, 0
