domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
seahorseindia.co.in, 1, 18307847 (17.46MB), 62563639 (59.67MB), 147, 9049971, 13, 360950, 149, 8896926
  sipl, 18307847 (17.46MB), 62563639 (59.67MB), 147, 9049971, 13, 360950, 149, 8896926
rosaonline.org, 3, 5593140415 (5.21GB), 443273100 (422.74MB), 2742, 1862954727, 4560, 324599978, 4916, 3405585710
  rotarynews, 5569912937 (5.19GB), 427411683 (407.61MB), 2711, 1846133026, 4559, 323702210, 4894, 3400077701
  rasheedabhagat, 9971685 (9.51MB), 14422723 (13.75MB), 6, 9971685, 0, 0, 0, 0
  directory2014, 13255793 (12.64MB), 1438694 (1.37MB), 25, 6850016, 1, 897768, 22, 5508009
vanmoppesindia.com, 26, 5627931059 (5.24GB), 14881200288 (13.86GB), 11322, 1811331068, 2412, 631438149, 52778, 3185161842
  mrajesh, 8964611 (8.55MB), 199255994 (190.03MB), 121, 8964611, 0, 0, 0, 0
  gg, 715457592 (682.31MB), 196991359 (187.87MB), 1644, 169729244, 46, 1578474, 11503, 544149874
  del3, 9211791 (8.79MB), 97098534 (92.60MB), 11, 6066918, 5, 3144873, 0, 0
  del2, 6083593 (5.80MB), 30540530 (29.13MB), 20, 3892386, 4, 2191207, 0, 0
  del4, 0, 36378 (35.53KB), 0, 0, 0, 0, 0, 0
  cbesales, 39383942 (37.56MB), 53007200 (50.55MB), 24, 14254124, 26, 25129818, 0, 0
  sarfaraj, 65875214 (62.82MB), 643870806 (614.04MB), 584, 42726294, 147, 23148920, 0, 0
  blr, 1119401 (1.07MB), 29236156 (27.88MB), 40, 347556, 10, 771845, 0, 0
  bhushan, 33844875 (32.28MB), 776851133 (740.86MB), 238, 27061643, 86, 6783232, 0, 0
  petools, 16194028 (15.44MB), 351428908 (335.15MB), 28, 8289283, 23, 7904745, 0, 0
  sathya, 106786240 (101.84MB), 3925516897 (3.66GB), 657, 56188571, 168, 50597669, 0, 0
  vikram, 143909719 (137.24MB), 78014999 (74.40MB), 290, 48334645, 57, 20116761, 5787, 75458313
  rajavardhan, 194745210 (185.72MB), 98455464 (93.89MB), 313, 35490333, 154, 29703224, 1246, 129551653
  gowrishankar, 1102106561 (1.03GB), 281526594 (268.48MB), 1105, 350501488, 87, 59380035, 10231, 692225038
  devaraj, 1393866992 (1.30GB), 6722269637 (6.26GB), 2251, 330460489, 444, 84066592, 14234, 979339911
  anoop, 653531062 (623.26MB), 1073126 (1.02MB), 916, 255070726, 583, 168754614, 1417, 229705722
  chennaika, 7122729 (6.79MB), 704755109 (672.11MB), 69, 4772018, 24, 2350711, 0, 0
  hsr, 0, 36278 (35.43KB), 0, 0, 0, 0, 0, 0
  hyd, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  admin, 122605 (119.73KB), 52491512 (50.06MB), 9, 122605, 0, 0, 0, 0
  vitwheels, 11936715 (11.38MB), 42957543 (40.97MB), 74, 9651204, 18, 2285511, 0, 0
  pushpa, 923796697 (881.00MB), 125142146 (119.34MB), 2622, 356203119, 385, 84803513, 8210, 482790065
  gopalrao, 125484476 (119.67MB), 421258790 (401.74MB), 237, 57857518, 93, 15685692, 150, 51941266
  chn3, 41235409 (39.33MB), 26873685 (25.63MB), 35, 19559126, 24, 21676283, 0, 0
  chn2, 27151597 (25.89MB), 22476262 (21.44MB), 34, 5787167, 28, 21364430, 0, 0
  chn5, 0, 18864 (18.42KB), 0, 0, 0, 0, 0, 0
learnyoga.org, 4, 152577068 (145.51MB), 383670309 (365.90MB), 433, 40996470, 10, 47738236, 440, 63842362
