domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
seahorseindia.co.in, 1, 70288296 (67.03MB), 298265351 (284.45MB), 271, 22447261, 128, 24957694, 265, 22883341
  sipl, 70288296 (67.03MB), 298265351 (284.45MB), 271, 22447261, 128, 24957694, 265, 22883341
rosaonline.org, 15, 5861951890 (5.46GB), 947376275 (903.49MB), 2764, 1963882732, 16399, 411818776, 4509, 3486250382
  directory2015, 2175993 (2.08MB), 23050 (22.51KB), 1, 1080921, 0, 0, 1, 1095072
  pathy, 1816666 (1.73MB), 16496 (16.11KB), 0, 0, 0, 0, 25, 1816666
  valli, 97669831 (93.15MB), 191469582 (182.60MB), 18, 283920, 20, 93691, 69, 97292220
  vino, 47421960 (45.23MB), 22709 (22.18KB), 8, 839631, 10, 63460, 72, 46518869
  directory2014, 84585 (82.60KB), 7200206 (6.87MB), 3, 84585, 0, 0, 0, 0
  admin, 0, 16975 (16.58KB), 0, 0, 0, 0, 0, 0
  kalps, 23186058 (22.11MB), 479998 (468.75KB), 63, 1587475, 0, 0, 82, 21598583
  subscriptions, 384810249 (366.98MB), 173593 (169.52KB), 382, 44667131, 15918, 315463159, 182, 24679959
  viji, 123233573 (117.52MB), 16387 (16.00KB), 7, 12388129, 93, 773574, 84, 110071870
  rasheedabhagat, 3590092 (3.42MB), 102300758 (97.56MB), 8, 3590092, 0, 0, 0, 0
  rotarynews, 4997692483 (4.65GB), 645590808 (615.68MB), 2251, 1883877820, 352, 95231701, 3842, 3018582962
  circulation, 0, 16481 (16.09KB), 0, 0, 0, 0, 0, 0
  senthil, 5443298 (5.19MB), 16461 (16.08KB), 1, 1475449, 0, 0, 66, 3967849
  sasi, 174827102 (166.73MB), 16384 (16.00KB), 22, 14007579, 6, 193191, 86, 160626332
  nonreceipt, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
vanmoppesindia.com, 26, 6469028297 (6.02GB), 17223799350 (16.04GB), 12635, 2073345037, 2588, 603823173, 53787, 3791860087
  mrajesh, 1497051 (1.43MB), 13798507 (13.16MB), 65, 1497051, 0, 0, 0, 0
  gg, 709306079 (676.45MB), 134346662 (128.12MB), 1591, 115523486, 89, 3985211, 6175, 589797382
  del3, 2765513 (2.64MB), 118923710 (113.41MB), 19, 1019867, 2, 1570935, 13, 174711
  del2, 0, 18186457 (17.34MB), 0, 0, 0, 0, 0, 0
  del4, 0, 36378 (35.53KB), 0, 0, 0, 0, 0, 0
  cbesales, 0, 53282268 (50.81MB), 0, 0, 0, 0, 0, 0
  sarfaraj, 71772144 (68.45MB), 847893415 (808.61MB), 649, 42483214, 181, 29288930, 0, 0
  blr, 55611459 (53.04MB), 29412814 (28.05MB), 35, 18640252, 38, 12721581, 44, 24249626
  bhushan, 111616202 (106.45MB), 643635137 (613.82MB), 259, 62862015, 100, 22333404, 167, 26420783
  petools, 7305202 (6.97MB), 157484506 (150.19MB), 38, 3087346, 23, 4217856, 0, 0
  sathya, 47263175 (45.07MB), 4265322646 (3.97GB), 439, 29654387, 121, 17608788, 0, 0
  vikram, 245776841 (234.39MB), 224441460 (214.04MB), 505, 78147727, 85, 7089843, 6622, 160539271
  rajavardhan, 487747053 (465.15MB), 388387338 (370.40MB), 455, 88988723, 244, 48517064, 1949, 350241266
