domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
vanmoppesindia.com, 27, 5443330158 (5.07GB), 20650570040 (19.23GB), 14755, 1619350222, 584786, 1349022447, 36540, 2474957489
  mrajesh, 4519007 (4.31MB), 36536359 (34.84MB), 133, 4519007, 0, 0, 0, 0
  gg, 1186502699 (1.11GB), 963454592 (918.82MB), 5813, 182726141, 581485, 561231713, 12393, 442544845
  del3, 150315 (146.79KB), 265316407 (253.03MB), 3, 23144, 0, 0, 9, 127171
  del2, 6506698 (6.21MB), 8381891 (7.99MB), 243, 3178952, 0, 0, 244, 3327746
  del4, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  cbesales, 0, 27757459 (26.47MB), 0, 0, 0, 0, 0, 0
  sarfaraj, 68856343 (65.67MB), 1243087804 (1.16GB), 548, 31980821, 298, 36875522, 0, 0
  blr, 1043581 (1019.12KB), 30452453 (29.04MB), 2, 1043581, 0, 0, 0, 0
  bhushan, 1010424 (986.74KB), 15931400 (15.19MB), 32, 1010424, 0, 0, 0, 0
  petools, 17870756 (17.04MB), 406405430 (387.58MB), 114, 10624960, 16, 7245796, 0, 0
  sathya, 47696209 (45.49MB), 5357728760 (4.99GB), 397, 37796475, 192, 9899734, 0, 0
  vikram, 175021279 (166.91MB), 1066671409 (1017.26MB), 517, 74296730, 56, 28214729, 833, 72509820
  rajavardhan, 414442963 (395.24MB), 313465497 (298.94MB), 467, 51783569, 228, 23002681, 3820, 339656713
  marketing, 354504440 (338.08MB), 82681817 (78.85MB), 635, 146469618, 371, 96247315, 506, 111787507
  gowrishankar, 1176072806 (1.10GB), 138239197 (131.84MB), 1231, 391243587, 840, 284614157, 2837, 500215062
  devaraj, 904764460 (862.85MB), 8719577164 (8.12GB), 2312, 222189587, 351, 56066060, 13479, 626508813
  anoop, 8828124 (8.42MB), 113002936 (107.77MB), 95, 8828124, 0, 0, 0, 0
  chennaika, 0, 2116096 (2.02MB), 0, 0, 0, 0, 0, 0
  hsr, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  hyd, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  admin, 281202 (274.61KB), 23627263 (22.53MB), 1, 281202, 0, 0, 0, 0
  vitwheels, 124455374 (118.69MB), 666534917 (635.66MB), 103, 73034295, 30, 24321329, 129, 27099750
  pushpa, 662722627 (632.02MB), 29953215 (28.57MB), 1546, 264803410, 504, 121340227, 1561, 276578990
  gopalrao, 47302391 (45.11MB), 310242170 (295.87MB), 365, 22927442, 264, 5763466, 493, 18611483
  chn3, 157101626 (149.82MB), 294733076 (281.08MB), 101, 67080231, 81, 52524023, 81, 37497372
  chn2, 83676834 (79.80MB), 534607077 (509.84MB), 97, 23508922, 70, 41675695, 155, 18492217
  chn5, 0, 16499 (16.11KB), 0, 0, 0, 0, 0, 0
