domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
juseffex.com, 29, 1670653383 (1.56GB), 6227170298 (5.80GB), 6314, 697283088, 2409, 370732365, 3890, 602637930
  sathish, 65918 (64.37KB), 16387 (16.00KB), 10, 60693, 0, 0, 2, 5225
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 10128 (9.89KB), 67700439 (64.56MB), 1, 10128, 0, 0, 0, 0
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 46657205 (44.50MB), 883217317 (842.30MB), 158, 17502638, 34, 2268528, 243, 26886039
  prabhu, 25383 (24.79KB), 530856423 (506.26MB), 4, 25383, 0, 0, 0, 0
  sriram, 672320515 (641.17MB), 188103 (183.69KB), 740, 272784828, 1180, 188424343, 673, 211111344
  vipin.aryat, 55817 (54.51KB), 681237 (665.27KB), 2, 34381, 0, 0, 1, 21436
  anmurthy, 180298 (176.07KB), 3394812 (3.24MB), 4, 180298, 0, 0, 0, 0
  jay, 1119937 (1.07MB), 95115588 (90.71MB), 53, 1119937, 0, 0, 0, 0
  production, 1075480 (1.03MB), 43507725 (41.49MB), 27, 1075480, 0, 0, 0, 0
  manoj, 6823 (6.66KB), 129943751 (123.92MB), 1, 6823, 0, 0, 0, 0
  saras, 8702592 (8.30MB), 405875498 (387.07MB), 127, 8524128, 9, 178464, 0, 0
  anil, 13954319 (13.31MB), 177806464 (169.57MB), 34, 5086139, 7, 64488, 216, 8803692
  jagan, 440184662 (419.79MB), 365999 (357.42KB), 387, 144970017, 516, 154222329, 454, 140992316
  mer, 40176018 (38.31MB), 55898 (54.59KB), 253, 15128911, 286, 12559544, 195, 12487563
  ramaswamy, 10955112 (10.45MB), 1646277655 (1.53GB), 977, 10955112, 0, 0, 0, 0
  suresh, 0, 16450195 (15.69MB), 0, 0, 0, 0, 0, 0
  amutha, 667009 (651.38KB), 88205680 (84.12MB), 7, 667009, 0, 0, 0, 0
  tony1, 13700829 (13.07MB), 1097667774 (1.02GB), 97, 13590206, 13, 110623, 0, 0
  purchase, 72518195 (69.16MB), 8217750 (7.84MB), 879, 39212959, 86, 3863198, 797, 29442038
  cspillai, 128076810 (122.14MB), 17142702 (16.35MB), 191, 47293578, 3, 910637, 237, 79872595
  kannan, 11400658 (10.87MB), 149101077 (142.19MB), 659, 11400658, 0, 0, 0, 0
  balaji, 1226861 (1.17MB), 1108293 (1.06MB), 19, 1071881, 1, 7832, 4, 147148
  annie, 48499968 (46.25MB), 465051946 (443.51MB), 1042, 48495952, 6, 4016, 0, 0
  sr, 101270558 (96.58MB), 28674700 (27.35MB), 70, 33440280, 14, 800851, 505, 67029427
  accounts, 43472447 (41.46MB), 1591977 (1.52MB), 186, 17553139, 254, 7317512, 179, 18601796
  geetha, 14322765 (13.66MB), 258054587 (246.10MB), 384, 7085454, 0, 0, 384, 7237311
