domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
edelcap.com, 2109, 28942648115 (26.95GB), 0, 209836, 28942648115, 0, 0, 0, 0
  atul.chavan, 162089 (158.29KB), 0, 6, 162089, 0, 0, 0, 0
  sanjeev.rastogi, 66304668 (63.23MB), 0, 518, 66304668, 0, 0, 0, 0
  lalit.purohit, 171664 (167.64KB), 0, 8, 171664, 0, 0, 0, 0
  anuja.desai, 18719 (18.28KB), 0, 15, 18719, 0, 0, 0, 0
  ieg.visit, 25429 (24.83KB), 0, 18, 25429, 0, 0, 0, 0
  pmscompliance, 22977 (22.44KB), 0, 15, 22977, 0, 0, 0, 0
  zubin.dedhia, 501474 (489.72KB), 0, 10, 501474, 0, 0, 0, 0
  abhishekr.sharma, 554763 (541.76KB), 0, 79, 554763, 0, 0, 0, 0
  insurance.brokers, 1183501 (1.13MB), 0, 44, 1183501, 0, 0, 0, 0
  deepti.muddap, 104671 (102.22KB), 0, 8, 104671, 0, 0, 0, 0
  ganesh.more, 3465016 (3.30MB), 0, 41, 3465016, 0, 0, 0, 0
  bhavin.shah, 7916 (7.73KB), 0, 3, 7916, 0, 0, 0, 0
  chandramani.waghmare, 3232972 (3.08MB), 0, 148, 3232972, 0, 0, 0, 0
  gouri.puri, 6473373 (6.17MB), 0, 21, 6473373, 0, 0, 0, 0
  darshan.khatau, 20673 (20.19KB), 0, 10, 20673, 0, 0, 0, 0
  nishant.tiwary, 21536960 (20.54MB), 0, 157, 21536960, 0, 0, 0, 0
  yamit.shah, 2969060 (2.83MB), 0, 84, 2969060, 0, 0, 0, 0
  resourcesops, 3501187 (3.34MB), 0, 751, 3501187, 0, 0, 0, 0
  mn.ramalingaiah, 568092 (554.78KB), 0, 17, 568092, 0, 0, 0, 0
  waisops.support, 4226 (4.13KB), 0, 2, 4226, 0, 0, 0, 0
  chennai, 31189 (30.46KB), 0, 32, 31189, 0, 0, 0, 0
  n.nandhakumar, 2293962 (2.19MB), 0, 19, 2293962, 0, 0, 0, 0
  abhilasha.kadam, 173391 (169.33KB), 0, 7, 173391, 0, 0, 0, 0
  anand.mehta, 31536 (30.80KB), 0, 17, 31536, 0, 0, 0, 0
  iealgo, 8971 (8.76KB), 0, 4, 8971, 0, 0, 0, 0
  mihir.agarwal, 113296 (110.64KB), 0, 4, 113296, 0, 0, 0, 0
  vikesh.agarwal, 4931 (4.82KB), 0, 2, 4931, 0, 0, 0, 0
  bhavesh.chauhan, 9271039 (8.84MB), 0, 246, 9271039, 0, 0, 0, 0
  gautam.khanna, 2301 (2.25KB), 0, 1, 2301, 0, 0, 0, 0
  cmg, 21437 (20.93KB), 0, 15, 21437, 0, 0, 0, 0
  sandeep.bhandarkar, 84025 (82.06KB), 0, 5, 84025, 0, 0, 0, 0
  disha.mehta, 72297 (70.60KB), 0, 4, 72297, 0, 0, 0, 0
  ritesh.jhanwar, 3883005 (3.70MB), 0, 67, 3883005, 0, 0, 0, 0
  madaswamy.perumal, 42277 (41.29KB), 0, 18, 42277, 0, 0, 0, 0
  darshna.saraiya, 2352679 (2.24MB), 0, 13, 2352679, 0, 0, 0, 0
  manojc.gandhi, 850749 (830.81KB), 0, 48, 850749, 0, 0, 0, 0
  balaji.krishnan, 222030 (216.83KB), 0, 12, 222030, 0, 0, 0, 0
  aravind.reddy, 10717 (10.47KB), 0, 5, 10717, 0, 0, 0, 0
  edelpartners, 9592 (9.37KB), 0, 4, 9592, 0, 0, 0, 0
