domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
kllpl.org, 6, 1166838468 (1.09GB), 3574987316 (3.33GB), 878, 300790405, 1073, 533776999, 1178, 332271064
  logistics, 317419904 (302.72MB), 3505865829 (3.27GB), 104, 36884694, 124, 139901322, 209, 140633888
  account, 275274350 (262.52MB), 16384 (16.00KB), 82, 106962850, 95, 135205633, 55, 33105867
  sagar, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kinair, 123658 (120.76KB), 16384 (16.00KB), 1, 37843, 0, 0, 3, 85815
  himanshu, 181035104 (172.65MB), 69051428 (65.85MB), 171, 58610478, 102, 93945911, 112, 28478715
  jatin, 392985452 (374.78MB), 20907 (20.42KB), 520, 98294540, 752, 164724133, 799, 129966779
juseffex.com, 29, 1511193639 (1.41GB), 6622192068 (6.17GB), 9437, 671709479, 1488, 291654357, 3217, 547829803
  sathish, 6381502 (6.09MB), 20483 (20.00KB), 17, 3221416, 4, 62406, 4, 3097680
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 4050269 (3.86MB), 71367398 (68.06MB), 10, 4050269, 0, 0, 0, 0
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 54395603 (51.88MB), 930970184 (887.84MB), 120, 24167932, 154, 3494024, 144, 26733647
  accounts, 57167288 (54.52MB), 2820210 (2.69MB), 202, 20249548, 66, 5482588, 160, 31435152
  sriram, 554139349 (528.47MB), 221282 (216.10KB), 465, 197422039, 586, 196026330, 470, 160690980
  vipin.aryat, 15139 (14.78KB), 661993 (646.48KB), 2, 15139, 0, 0, 0, 0
  anmurthy, 83559 (81.60KB), 3562788 (3.40MB), 16, 83559, 0, 0, 0, 0
  jay, 161266 (157.49KB), 96431272 (91.96MB), 19, 161266, 0, 0, 0, 0
  production, 1918675 (1.83MB), 47949197 (45.73MB), 29, 1918675, 0, 0, 0, 0
  amutha, 1013825 (990.06KB), 89622707 (85.47MB), 10, 1013825, 0, 0, 0, 0
  saras, 20840930 (19.88MB), 493741164 (470.87MB), 133, 20204528, 10, 636402, 0, 0
  anil, 11373141 (10.85MB), 176678003 (168.49MB), 17, 2387951, 4, 490719, 144, 8494471
  jagan, 248312158 (236.81MB), 365999 (357.42KB), 332, 96337950, 436, 58818367, 395, 93155841
  mer, 96178749 (91.72MB), 25163533 (24.00MB), 139, 51502967, 150, 25121720, 115, 19554062
  ramaswamy, 7654808 (7.30MB), 1661324468 (1.55GB), 663, 7654808, 0, 0, 0, 0
  suresh, 0, 16463121 (15.70MB), 0, 0, 0, 0, 0, 0
  manoj, 1536899 (1.47MB), 131529714 (125.44MB), 6, 1536899, 0, 0, 0, 0
  tony1, 13172299 (12.56MB), 1195955564 (1.11GB), 101, 12656849, 14, 515450, 0, 0
  purchase, 179366571 (171.06MB), 8082115 (7.71MB), 1111, 105249420, 63, 953951, 1026, 73163200
  cspillai, 163082354 (155.53MB), 17088223 (16.30MB), 99, 51061653, 1, 52400, 158, 111968301
  kannan, 13281769 (12.67MB), 172815436 (164.81MB), 993, 13281769, 0, 0, 0, 0
  balaji, 290691 (283.88KB), 3158492 (3.01MB), 4, 290691, 0, 0, 0, 0
  annie, 45473842 (43.37MB), 547478486 (522.12MB), 4484, 45473842, 0, 0, 0, 0
  sr, 16425505 (15.66MB), 6660213 (6.35MB), 34, 3121197, 0, 0, 179, 13304308
  prabhu, 2561244 (2.44MB), 535783541 (510.96MB), 9, 2561244, 0, 0, 0, 0
  geetha, 12316204 (11.75MB), 275326426 (262.57MB), 422, 6084043, 0, 0, 422, 6232161
  chandran, 0, 110900416 (105.76MB), 0, 0, 0, 0, 0, 0
lakshmicargo.net, 17, 515408126 (491.53MB), 1187287596 (1.11GB), 1335, 170984420, 1516, 151556117, 1519, 192867589
  cbebm, 55530798 (52.96MB), 493825 (482.25KB), 240, 19223020, 189, 19585754, 184, 16722024
  hblbm, 48610732 (46.36MB), 421477280 (401.95MB), 44, 24476012, 42, 24134720, 0, 0
  vlrbm, 396814 (387.51KB), 125784117 (119.96MB), 1, 380190, 1, 16624, 0, 0
  accts, 0, 696384 (680.06KB), 0, 0, 0, 0, 0, 0
  vjdbm, 129723 (126.68KB), 134645 (131.49KB), 5, 65603, 5, 64120, 0, 0
  commercial, 47718943 (45.51MB), 27075786 (25.82MB), 37, 13431163, 26, 7217150, 226, 27070630
