domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
juseffex.com, 29, 1673960088 (1.56GB), 7865579218 (7.33GB), 14816, 911891398, 4932, 253419411, 6270, 508649279
  sathish, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  juseffex, 6101301 (5.82MB), 20483 (20.00KB), 0, 0, 2391, 6101301, 0, 0
  sales, 130837 (127.77KB), 71508930 (68.20MB), 4, 128411, 0, 0, 1, 2426
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 173121583 (165.10MB), 1193562545 (1.11GB), 170, 79731320, 44, 7427226, 3154, 85963037
  accounts, 110895334 (105.76MB), 1594920 (1.52MB), 228, 22697818, 322, 63379083, 214, 24818433
  sriram, 237913452 (226.89MB), 133532 (130.40KB), 385, 110464028, 228, 7135514, 409, 120313910
  vipin.aryat, 0, 646682 (631.53KB), 0, 0, 0, 0, 0, 0
  anmurthy, 1849551 (1.76MB), 5709298 (5.44MB), 6, 1849551, 0, 0, 0, 0
  jay, 184433 (180.11KB), 96784910 (92.30MB), 35, 184433, 0, 0, 0, 0
  production, 8223457 (7.84MB), 66341971 (63.27MB), 35, 8223457, 0, 0, 0, 0
  manoj, 0, 131581774 (125.49MB), 0, 0, 0, 0, 0, 0
  saras, 6149798 (5.86MB), 586864648 (559.68MB), 144, 5926698, 3, 223100, 0, 0
  anil, 14689585 (14.01MB), 178225753 (169.97MB), 22, 4870486, 0, 0, 97, 9819099
  jagan, 306120455 (291.94MB), 268430 (262.14KB), 601, 105777347, 1649, 97363235, 557, 102979873
  mer, 75467187 (71.97MB), 34411169 (32.82MB), 130, 49985132, 128, 6778608, 96, 18703447
  ramaswamy, 47865890 (45.65MB), 1776108152 (1.65GB), 403, 47865890, 0, 0, 0, 0
  suresh, 0, 16463121 (15.70MB), 0, 0, 0, 0, 0, 0
  amutha, 3921453 (3.74MB), 95379053 (90.96MB), 30, 3921453, 0, 0, 0, 0
  tony1, 153037209 (145.95MB), 1458842047 (1.36GB), 192, 119100665, 103, 33936544, 0, 0
  purchase, 268572540 (256.13MB), 67676624 (64.54MB), 3496, 151723111, 56, 28721091, 1322, 88128338
  cspillai, 77380438 (73.80MB), 17493527 (16.68MB), 181, 24489290, 7, 2347479, 242, 50543669
  kannan, 82828052 (78.99MB), 363338510 (346.51MB), 2805, 82828052, 0, 0, 0, 0
  balaji, 0, 3956453 (3.77MB), 0, 0, 0, 0, 0, 0
  annie, 75598186 (72.10MB), 742609606 (708.21MB), 5791, 75598186, 0, 0, 0, 0
  sr, 10205649 (9.73MB), 17847350 (17.02MB), 16, 9729871, 1, 6230, 38, 469548
  prabhu, 0, 535735235 (510.92MB), 0, 0, 0, 0, 0, 0
  geetha, 13701006 (13.07MB), 291315983 (277.82MB), 140, 6793507, 0, 0, 140, 6907499
  chandran, 2692 (2.63KB), 111108872 (105.96MB), 2, 2692, 0, 0, 0, 0
lakshmicargo.net, 17, 891888165 (850.57MB), 772599994 (736.81MB), 1531, 287723739, 1667, 277761461, 1661, 326402965
  cbebm, 54403358 (51.88MB), 491469 (479.95KB), 271, 17887225, 263, 20064751, 168, 16451382
  hblbm, 109596903 (104.52MB), 209985431 (200.26MB), 55, 40629413, 86, 28248435, 46, 40719055
  vlrbm, 8633072 (8.23MB), 25862789 (24.66MB), 37, 1559159, 51, 1511530, 18, 5562383
  accts, 0, 696384 (680.06KB), 0, 0, 0, 0, 0, 0
  vjdbm, 33662851 (32.10MB), 5085871 (4.85MB), 69, 15467546, 70, 11277324, 11, 6917981
  commercial, 96255226 (91.80MB), 643015 (627.94KB), 93, 24602314, 111, 31400230, 288, 40252682
  ixmbm, 5406998 (5.16MB), 43410757 (41.40MB), 39, 1257677, 37, 705198, 34, 3444123
  sales, 212266889 (202.43MB), 15926518 (15.19MB), 101, 51840289, 274, 122828947, 174, 37597653
  vpmbm, 32292103 (30.80MB), 20575 (20.09KB), 106, 11206487, 152, 16338114, 31, 4747502
  slmbm, 54183581 (51.67MB), 60960699 (58.14MB), 95, 42259975, 92, 11084447, 7, 839159
  tnlvbm, 8949635 (8.54MB), 9395277 (8.96MB), 97, 2991731, 124, 4443670, 14, 1514234
  salesaccts, 3366872 (3.21MB), 1007022 (983.42KB), 6, 276773, 1, 118131, 36, 2971968
  maabm, 34047597 (32.47MB), 97473682 (92.96MB), 270, 11431581, 116, 6349731, 131, 16266285
  blrbm, 20872211 (19.91MB), 146110222 (139.34MB), 104, 6712895, 15, 6264816, 107, 7894500
  hydbm, 1983118 (1.89MB), 104399231 (99.56MB), 37, 1132052, 39, 851066, 0, 0
  operation, 191530996 (182.66MB), 5734239 (5.47MB), 55, 51558237, 41, 1337077, 575, 138635682
  trzbm, 24436755 (23.30MB), 45396813 (43.29MB), 96, 6910385, 195, 14937994, 21, 2588376
alphaenter.net, 1, 303174674 (289.13MB), 1275939633 (1.19GB), 394, 268138271, 92, 13232296, 371, 21804107
  info, 303174674 (289.13MB), 1275939633 (1.19GB), 394, 268138271, 92, 13232296, 371, 21804107
bhumisagarexpo.com, 2, 32205273 (30.71MB), 7366316 (7.03MB), 67, 15479455, 69, 8549561, 61, 8176257
  jagruti, 9106374 (8.68MB), 7349932 (7.01MB), 12, 7744029, 2, 21909, 14, 1340436
  jatin, 23098899 (22.03MB), 16384 (16.00KB), 55, 7735426, 67, 8527652, 47, 6835821
bullfreight.com, 1, 473686856 (451.74MB), 30418216 (29.01MB), 1771, 217703150, 666, 127918625, 696, 128065081
  venkat-cmd, 473686856 (451.74MB), 30418216 (29.01MB), 1771, 217703150, 666, 127918625, 696, 128065081
kinship-global.com, 1, 226723595 (216.22MB), 2517226 (2.40MB), 948, 112950688, 4, 185416, 946, 113587491
  jatin, 226723595 (216.22MB), 2517226 (2.40MB), 948, 112950688, 4, 185416, 946, 113587491
agrowintl.in, 2, 3143773 (3.00MB), 295780 (288.85KB), 5, 234688, 79, 2058391, 12, 850694
  info, 2421875 (2.31MB), 218031 (212.92KB), 4, 173443, 79, 2058391, 6, 190041
  sales, 721898 (704.98KB), 77749 (75.93KB), 1, 61245, 0, 0, 6, 660653
pranaav.com, 15, 719902543 (686.55MB), 202146821 (192.78MB), 9428, 382867906, 30, 21930989, 6232, 315103648
  priyamahendran, 169906 (165.92KB), 0, 4, 169906, 0, 0, 0, 0
  kumar, 179692336 (171.37MB), 830317 (810.86KB), 2670, 89278861, 0, 0, 2641, 90413475
  prabhakar, 78674757 (75.03MB), 87880313 (83.81MB), 3192, 73639630, 8, 179174, 37, 4855953
  sakthi.priyasarath, 26247165 (25.03MB), 2357004 (2.25MB), 50, 13268957, 0, 0, 49, 12978208
  srinivas, 13701 (13.38KB), 0, 1, 13701, 0, 0, 0, 0
  sales, 59766593 (57.00MB), 142563 (139.22KB), 204, 29640263, 0, 0, 205, 30126330
  srini, 3846373 (3.67MB), 24113098 (23.00MB), 144, 1920103, 0, 0, 141, 1926270
  web, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  info, 482622 (471.31KB), 16384 (16.00KB), 3, 239506, 0, 0, 3, 243116
  accounts, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  projects, 24532485 (23.40MB), 13019673 (12.42MB), 14, 2636841, 7, 15137263, 33, 6758381
  smahendran, 342784166 (326.90MB), 4181057 (3.99MB), 3116, 171420798, 9, 5978650, 3088, 165384718
  muthu, 28244 (27.58KB), 0, 1, 28244, 0, 0, 0, 0
  tamil, 648696 (633.49KB), 69465706 (66.25MB), 5, 12794, 6, 635902, 0, 0
  manoj, 3015499 (2.88MB), 107935 (105.41KB), 24, 598302, 0, 0, 35, 2417197
ptlinfotech.com, 5, 3945198 (3.76MB), 19351114 (18.45MB), 77, 2008517, 0, 0, 70, 1936681
  kumar, 706366 (689.81KB), 365913 (357.34KB), 25, 348318, 0, 0, 25, 358048
  manoharan, 99001 (96.68KB), 116828 (114.09KB), 6, 99001, 0, 0, 0, 0
  srini, 799141 (780.41KB), 18820711 (17.95MB), 3, 396029, 0, 0, 3, 403112
  accounts, 509188 (497.25KB), 16384 (16.00KB), 9, 252039, 0, 0, 9, 257149
  smahendran, 1831502 (1.75MB), 31278 (30.54KB), 34, 913130, 0, 0, 33, 918372
bhavantirupati.org, 2, 339488681 (323.76MB), 988193459 (942.41MB), 854, 314498001, 13, 24990680, 0, 0
  kendra, 102433977 (97.69MB), 599639903 (571.86MB), 67, 90592760, 6, 11841217, 0, 0
  principal, 237054704 (226.07MB), 388553556 (370.55MB), 787, 223905241, 7, 13149463, 0, 0
mfapartments.net, 1, 28217312 (26.91MB), 33613734 (32.06MB), 387, 7399920, 28, 20817392, 0, 0
  noel, 28217312 (26.91MB), 33613734 (32.06MB), 387, 7399920, 28, 20817392, 0, 0
itapagro.com, 29, 5472955225 (5.10GB), 1859443536 (1.73GB), 10028, 1880054314, 5387, 686548082, 19910, 2906352829
  sundaridevaraj, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  raja, 1304200853 (1.21GB), 540239941 (515.21MB), 2959, 614186284, 0, 0, 3115, 690014569
  sales, 11983163 (11.43MB), 673423 (657.64KB), 0, 0, 65, 11983163, 0, 0
  sheik, 0, 8215710 (7.84MB), 0, 0, 0, 0, 0, 0
  export, 0, 1003520 (980.00KB), 0, 0, 0, 0, 0, 0
  gsekar, 155615889 (148.41MB), 42800537 (40.82MB), 762, 51835658, 7, 97742, 1432, 103682489
  rshiny, 0, 20599 (20.12KB), 0, 0, 0, 0, 0, 0
  jar, 12631710 (12.05MB), 5000325 (4.77MB), 18, 4385648, 22, 314045, 28, 7932017
  factory, 15110653 (14.41MB), 4756975 (4.54MB), 55, 4526688, 5, 1172238, 37, 9411727
  field, 0, 760552 (742.73KB), 0, 0, 0, 0, 0, 0
  samy, 603370865 (575.42MB), 89018537 (84.89MB), 843, 89709835, 4594, 444755648, 335, 68905382
  john, 106579311 (101.64MB), 17458639 (16.65MB), 387, 52283547, 103, 5415029, 597, 48880735
  rk, 41972792 (40.03MB), 53620780 (51.14MB), 671, 41972792, 0, 0, 0, 0
  postmaster, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kumar, 623105 (608.50KB), 99169133 (94.58MB), 0, 0, 7, 604796, 1, 18309
  docs, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  devaraj, 56486750 (53.87MB), 11247767 (10.73MB), 108, 6431807, 25, 844611, 218, 49210332
  rajan, 1664734156 (1.55GB), 136402202 (130.08MB), 2490, 438686454, 9, 4448757, 10575, 1221598945
  tenkasi, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  shun, 772020354 (736.26MB), 93571072 (89.24MB), 741, 309025869, 487, 171898936, 2401, 291095549
  info, 7587494 (7.24MB), 632048092 (602.77MB), 199, 7587494, 0, 0, 0, 0
  purchase, 294630176 (280.98MB), 40039312 (38.18MB), 113, 127271028, 22, 33143478, 130, 134215670
  ephraim, 113936803 (108.66MB), 58636242 (55.92MB), 277, 53758124, 5, 111435, 336, 60067244
  natham, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  kannan, 827112 (807.73KB), 394084 (384.85KB), 36, 827112, 0, 0, 0, 0
  ratna, 35123695 (33.50MB), 6836222 (6.52MB), 175, 31042699, 0, 0, 32, 4080996
  accountsdept, 270436224 (257.91MB), 17175550 (16.38MB), 172, 44949673, 35, 11731889, 629, 213754662
  rebecadevaraj, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  canning, 5084120 (4.85MB), 256012 (250.01KB), 22, 1573602, 1, 26315, 44, 3484203
heducate.org, 4, 393649 (384.42KB), 168474 (164.53KB), 9, 112785, 3, 35646, 24, 245218
  madhuanand, 0, 23473 (22.92KB), 0, 0, 0, 0, 0, 0
  shwetha, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  anands, 391894 (382.71KB), 106062 (103.58KB), 8, 111030, 3, 35646, 24, 245218
  ashoks, 1755 (1.71KB), 22552 (22.02KB), 1, 1755, 0, 0, 0, 0
lfsindia.in, 3, 161464202 (153.98MB), 223912429 (213.54MB), 539, 47542798, 70, 68868206, 1410, 45053198
  sreesai.s, 6028011 (5.75MB), 189095840 (180.34MB), 82, 5831817, 0, 0, 4, 196194
  customerservice, 90348084 (86.16MB), 6269250 (5.98MB), 40, 13837348, 58, 65871730, 44, 10639006
  sasikumar.s, 65088107 (62.07MB), 28547339 (27.22MB), 417, 27873633, 12, 2996476, 1362, 34217998
kllpl.org, 6, 1836736573 (1.71GB), 3954463625 (3.68GB), 1125, 239243362, 2940, 1278094496, 3007, 319398715
  logistics, 52295520 (49.87MB), 3895971385 (3.63GB), 74, 5420519, 38, 43070108, 85, 3804893
  account, 59676715 (56.91MB), 16384 (16.00KB), 46, 19862949, 13, 7324593, 89, 32489173
  sagar, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kinair, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  himanshu, 667961409 (637.02MB), 58416025 (55.71MB), 152, 23092585, 645, 622538743, 131, 22330081
  jatin, 1056802929 (1007.85MB), 27063 (26.43KB), 853, 190867309, 2244, 605161052, 2702, 260774568
harvishpromark.com, 3, 72134 (70.44KB), 15757499 (15.03MB), 2, 72134, 0, 0, 0, 0
  globalteam, 72134 (70.44KB), 15685206 (14.96MB), 2, 72134, 0, 0, 0, 0
  info, 0, 53738 (52.48KB), 0, 0, 0, 0, 0, 0
  kuna, 0, 18555 (18.12KB), 0, 0, 0, 0, 0, 0
renalo.net, 1, 16925760 (16.14MB), 209122 (204.22KB), 149, 8471783, 0, 0, 145, 8453977
  yesmag, 16925760 (16.14MB), 209122 (204.22KB), 149, 8471783, 0, 0, 145, 8453977
sricomworld.com, 21, 273169517 (260.51MB), 3918198848 (3.65GB), 6871, 273169517, 0, 0, 0, 0
  ppc, 10368854 (9.89MB), 166807172 (159.08MB), 156, 10368854, 0, 0, 0, 0
  vsganeshen, 0, 87055 (85.01KB), 0, 0, 0, 0, 0, 0
  assy-2, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  metalfinish, 786598 (768.16KB), 92832546 (88.53MB), 60, 786598, 0, 0, 0, 0
  sales, 122042 (119.18KB), 28263857 (26.95MB), 4, 122042, 0, 0, 0, 0
  ismail, 63683461 (60.73MB), 291656281 (278.15MB), 1263, 63683461, 0, 0, 0, 0
  accounts, 4563581 (4.35MB), 24989256 (23.83MB), 87, 4563581, 0, 0, 0, 0
  rnd_con, 0, 9198987 (8.77MB), 0, 0, 0, 0, 0, 0
  mkt, 87165361 (83.13MB), 938424702 (894.95MB), 3386, 87165361, 0, 0, 0, 0
  assy, 1135343 (1.08MB), 11956521 (11.40MB), 56, 1135343, 0, 0, 0, 0
  sbabu, 37563795 (35.82MB), 1262944129 (1.18GB), 242, 37563795, 0, 0, 0, 0
  skannan, 0, 705755 (689.21KB), 0, 0, 0, 0, 0, 0
  rnd, 20279750 (19.34MB), 207204367 (197.61MB), 509, 20279750, 0, 0, 0, 0
  ganesan, 670370 (654.66KB), 71535798 (68.22MB), 27, 670370, 0, 0, 0, 0
  purchase, 22835856 (21.78MB), 582858646 (555.86MB), 719, 22835856, 0, 0, 0, 0
  admin, 0, 1603190 (1.53MB), 0, 0, 0, 0, 0, 0
  ganesh, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kishore, 3914 (3.82KB), 25046769 (23.89MB), 1, 3914, 0, 0, 0, 0
  ramkumar, 4631 (4.52KB), 38109538 (36.34MB), 2, 4631, 0, 0, 0, 0
  ravi, 375020 (366.23KB), 4443534 (4.24MB), 14, 375020, 0, 0, 0, 0
  krajagopalan, 23610941 (22.52MB), 159497977 (152.11MB), 345, 23610941, 0, 0, 0, 0
bhavanssvvidyalaya.org, 2, 20617026 (19.66MB), 130480113 (124.44MB), 96, 3617508, 7, 69851, 467, 16929667
  accounts, 278866 (272.33KB), 84816158 (80.89MB), 3, 224678, 1, 54188, 0, 0
  webadmin, 20338160 (19.40MB), 45663955 (43.55MB), 93, 3392830, 6, 15663, 467, 16929667
harshitaassociates.com, 2, 127253020 (121.36MB), 169548501 (161.69MB), 876, 81984753, 68, 12321191, 537, 32947076
  mani, 74483982 (71.03MB), 7184771 (6.85MB), 620, 29215715, 68, 12321191, 537, 32947076
  money, 52769038 (50.32MB), 162363730 (154.84MB), 256, 52769038, 0, 0, 0, 0
