domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
juseffex.com, 26, 2974524065 (2.77GB), 4868051739 (4.53GB), 6409, 997865211, 3741, 406638496, 7788, 1570020358
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 23145114 (22.07MB), 65799010 (62.75MB), 10, 17923859, 1, 5221255, 0, 0
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 561061999 (535.07MB), 331695317 (316.33MB), 573, 153907158, 530, 53113877, 1081, 354040964
  accounts, 54588724 (52.06MB), 1610209 (1.54MB), 315, 20994081, 98, 3236529, 247, 30358114
  sriram, 583642661 (556.61MB), 107096 (104.59KB), 1245, 203769661, 2334, 212595293, 993, 167277707
  vipin.aryat, 236583803 (225.62MB), 2056853 (1.96MB), 409, 88656189, 269, 94945540, 236, 52982074
  anmurthy, 18932 (18.49KB), 3028159 (2.89MB), 1, 18932, 0, 0, 0, 0
  jay, 1589620 (1.52MB), 88401210 (84.31MB), 29, 1589620, 0, 0, 0, 0
  production, 8322680 (7.94MB), 23197595 (22.12MB), 73, 6454841, 16, 283416, 17, 1584423
  manoj, 534546 (522.02KB), 129284105 (123.29MB), 7, 534006, 1, 540, 0, 0
  saras, 4513420 (4.30MB), 283310134 (270.19MB), 122, 4399813, 6, 113607, 0, 0
  anil, 56703623 (54.08MB), 176747565 (168.56MB), 87, 7845895, 12, 1047678, 363, 47810050
  jagan, 364735239 (347.84MB), 370669 (361.98KB), 612, 153188016, 303, 29030290, 1095, 182516933
  ramaswamy, 538347582 (513.41MB), 1597714310 (1.49GB), 332, 4194338, 0, 0, 1790, 534153244
  suresh, 0, 10466376 (9.98MB), 0, 0, 0, 0, 0, 0
  amutha, 69904 (68.27KB), 86365741 (82.36MB), 2, 69904, 0, 0, 0, 0
  tony1, 114620288 (109.31MB), 778159174 (742.11MB), 242, 111212820, 30, 3407468, 0, 0
  purchase, 91099401 (86.88MB), 7245569 (6.91MB), 433, 49625995, 84, 1449700, 397, 40023706
  sr, 148113149 (141.25MB), 43519115 (41.50MB), 184, 57370958, 38, 1732242, 952, 89009949
  kannan, 6484180 (6.18MB), 84656163 (80.73MB), 484, 6484180, 0, 0, 0, 0
  annie, 19124219 (18.24MB), 277402740 (264.55MB), 633, 19124219, 0, 0, 0, 0
