domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
edelcap.com, 2151, 65802098971 (61.28GB), 0, 461486, 65802098971, 0, 0, 0, 0
  atul.chavan, 1698985 (1.62MB), 0, 22, 1698985, 0, 0, 0, 0
  sanjeev.rastogi, 125619405 (119.80MB), 0, 1081, 125619405, 0, 0, 0, 0
  lalit.purohit, 906879 (885.62KB), 0, 41, 906879, 0, 0, 0, 0
  anuja.desai, 262436 (256.29KB), 0, 36, 262436, 0, 0, 0, 0
  manmeet.sawhney, 11846900 (11.30MB), 0, 77, 11846900, 0, 0, 0, 0
  pmscompliance, 449319 (438.79KB), 0, 37, 449319, 0, 0, 0, 0
  zubin.dedhia, 183663 (179.36KB), 0, 8, 183663, 0, 0, 0, 0
  abhishekr.sharma, 862057 (841.85KB), 0, 65, 862057, 0, 0, 0, 0
  insurance.brokers, 7211298 (6.88MB), 0, 111, 7211298, 0, 0, 0, 0
  deepti.muddap, 3397539 (3.24MB), 0, 48, 3397539, 0, 0, 0, 0
  ganesh.more, 24316780 (23.19MB), 0, 112, 24316780, 0, 0, 0, 0
  bhavin.shah, 546967 (534.15KB), 0, 22, 546967, 0, 0, 0, 0
  chandramani.waghmare, 7117846 (6.79MB), 0, 270, 7117846, 0, 0, 0, 0
  gouri.puri, 7659024 (7.30MB), 0, 41, 7659024, 0, 0, 0, 0
  nishant.tiwary, 12767650 (12.18MB), 0, 152, 12767650, 0, 0, 0, 0
  yamit.shah, 1843966 (1.76MB), 0, 102, 1843966, 0, 0, 0, 0
  resourcesops, 9235428 (8.81MB), 0, 1431, 9235428, 0, 0, 0, 0
  mn.ramalingaiah, 818775 (799.58KB), 0, 64, 818775, 0, 0, 0, 0
  waisops.support, 339085 (331.14KB), 0, 28, 339085, 0, 0, 0, 0
  chennai, 804689 (785.83KB), 0, 50, 804689, 0, 0, 0, 0
  n.nandhakumar, 2164438 (2.06MB), 0, 60, 2164438, 0, 0, 0, 0
  abhilasha.kadam, 202780 (198.03KB), 0, 5, 202780, 0, 0, 0, 0
  vishal.karajgar, 607145 (592.92KB), 0, 48, 607145, 0, 0, 0, 0
