domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
seahorseindia.co.in, 1, 64416155 (61.43MB), 93156710 (88.84MB), 179, 21424195, 55, 21239684, 182, 21752276
  sipl, 64416155 (61.43MB), 93156710 (88.84MB), 179, 21424195, 55, 21239684, 182, 21752276
rosaonline.org, 4, 6232587173 (5.80GB), 496165827 (473.18MB), 3385, 2170380921, 19226, 181766622, 5606, 3880439630
  directory2015, 375, 20856 (20.37KB), 1, 375, 0, 0, 0, 0
  rotarynews, 6213132027 (5.79GB), 451060178 (430.16MB), 3364, 2151361577, 19226, 181766622, 5588, 3880003828
  rasheedabhagat, 15490047 (14.77MB), 41630741 (39.70MB), 11, 15490047, 0, 0, 0, 0
  directory2014, 3964724 (3.78MB), 3454052 (3.29MB), 9, 3528922, 0, 0, 18, 435802
vanmoppesindia.com, 26, 6212722757 (5.79GB), 14432709972 (13.44GB), 11231, 2088378384, 2196, 543117398, 55023, 3581226975
  mrajesh, 4245147 (4.05MB), 4699823 (4.48MB), 115, 4245147, 0, 0, 0, 0
  gg, 534904488 (510.12MB), 223042932 (212.71MB), 1494, 103021203, 62, 2500477, 11597, 429382808
  del3, 394804 (385.55KB), 106883223 (101.93MB), 14, 388185, 6, 6619, 0, 0
  del2, 30793 (30.07KB), 18175215 (17.33MB), 8, 30793, 0, 0, 0, 0
  del4, 0, 36378 (35.53KB), 0, 0, 0, 0, 0, 0
  cbesales, 191914 (187.42KB), 53282268 (50.81MB), 6, 191914, 0, 0, 0, 0
  blr, 34170517 (32.59MB), 24975192 (23.82MB), 9, 6974168, 4, 6964450, 122, 20231899
  bhushan, 68203471 (65.04MB), 448722882 (427.94MB), 187, 38679223, 62, 29524248, 0, 0
  petools, 4963729 (4.73MB), 139671786 (133.20MB), 24, 4908979, 5, 54750, 0, 0
  sathya, 59226612 (56.48MB), 4088880101 (3.81GB), 487, 48987369, 185, 10239243, 0, 0
  vikram, 289594223 (276.18MB), 87546839 (83.49MB), 254, 85282748, 33, 8987131, 5504, 195324344
  rajavardhan, 304691734 (290.58MB), 86101482 (82.11MB), 325, 97481546, 189, 43365421, 1015, 163844767
  gowrishankar, 918521498 (875.97MB), 298781018 (284.94MB), 1210, 265680500, 74, 26056210, 10817, 626784788
  devaraj, 1749868995 (1.63GB), 7311745147 (6.81GB), 1971, 467499979, 258, 59886878, 15086, 1222482138
  anoop, 935486546 (892.15MB), 627785 (613.07KB), 989, 411727532, 626, 229708781, 1346, 294050233
  vitwheels, 15238687 (14.53MB), 64626600 (61.63MB), 68, 13985154, 12, 1253533, 0, 0
  chennaika, 2837531 (2.71MB), 282285484 (269.21MB), 11, 2837531, 0, 0, 0, 0
  hsr, 0, 50777 (49.59KB), 0, 0, 0, 0, 0, 0
  hyd, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  admin, 81977 (80.06KB), 52752634 (50.31MB), 6, 81977, 0, 0, 0, 0
  sarfaraj, 134866641 (128.62MB), 715534503 (682.39MB), 767, 95363086, 181, 39503555, 0, 0
  pushpa, 1062903409 (1013.66MB), 147498299 (140.67MB), 2980, 403275500, 364, 53353264, 9386, 606274645
  gopalrao, 57509892 (54.85MB), 88824660 (84.71MB), 237, 25571158, 70, 9087381, 150, 22851353
  chn3, 24346508 (23.22MB), 120241405 (114.67MB), 34, 7082333, 34, 17264175, 0, 0
  chn2, 10443641 (9.96MB), 67688176 (64.55MB), 35, 5082359, 31, 5361282, 0, 0
  chn5, 0, 18979 (18.53KB), 0, 0, 0, 0, 0, 0
learnyoga.org, 4, 116102768 (110.72MB), 491614497 (468.84MB), 501, 46864037, 39, 8455784, 658, 60782947
  admin, 0, 13621161 (12.99MB), 0, 0, 0, 0, 0, 0
  rajan, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  sumi, 107703331 (102.71MB), 477130680 (455.03MB), 453, 43835465, 39, 8455784, 595, 55412082
  ashwathi, 8399437 (8.01MB), 846269 (826.43KB), 48, 3028572, 0, 0, 63, 5370865
infobasesystemms.com, 4, 4241438746 (3.95GB), 2142006392 (1.99GB), 903, 445487720, 1290, 338901161, 12498, 3457049865
  product, 4241425748 (3.95GB), 2029623373 (1.89GB), 902, 445474722, 1290, 338901161, 12498, 3457049865
  contact, 0, 9389113 (8.95MB), 0, 0, 0, 0, 0, 0
  support, 12998 (12.69KB), 31645409 (30.18MB), 1, 12998, 0, 0, 0, 0
  feedback, 0, 71348497 (68.04MB), 0, 0, 0, 0, 0, 0
tristarcontainer.co.in, 25, 7063905491 (6.58GB), 1286459938 (1.20GB), 18995, 2575881008, 4632, 770369690, 60399, 3717654793
  indiareefer, 0, 25199 (24.61KB), 0, 0, 0, 0, 0, 0
  rajakrishnan, 897613694 (856.03MB), 164694310 (157.06MB), 2852, 413593486, 605, 118900766, 2693, 365119442
  akhilesh, 28364801 (27.05MB), 79430 (77.57KB), 88, 10437492, 20, 1364886, 154, 16562423
  aditya, 406123734 (387.31MB), 917509 (896.00KB), 852, 152893408, 392, 131802298, 877, 121428028
  rajendiran, 553229931 (527.60MB), 55658206 (53.08MB), 2874, 231823839, 931, 45415474, 2279, 275990618
  mohan, 247102158 (235.65MB), 63259378 (60.33MB), 652, 98137759, 124, 32140709, 913, 116823690
  senthil, 524926845 (500.61MB), 35709124 (34.05MB), 1550, 241339585, 434, 71878100, 1473, 211709160
  jayant, 114953233 (109.63MB), 67183087 (64.07MB), 354, 62412010, 45, 4375497, 256, 48165726
  bella, 950252240 (906.23MB), 47774134 (45.56MB), 1244, 167007002, 244, 28612884, 37343, 754632354
  salescall, 756265 (738.54KB), 326191 (318.55KB), 12, 227494, 0, 0, 87, 528771
  zubair, 101168074 (96.48MB), 33663120 (32.10MB), 560, 31123966, 80, 5486160, 713, 64557948
  test, 0, 25506 (24.91KB), 0, 0, 0, 0, 0, 0
  naren, 7885232 (7.52MB), 512000 (500.00KB), 25, 426128, 10, 1662978, 43, 5796126
  debasish, 4863555 (4.64MB), 631217 (616.42KB), 44, 1717056, 1, 1050086, 48, 2096413
  baisakhi, 137897189 (131.51MB), 395165 (385.90KB), 627, 68199410, 338, 35366127, 243, 34331652
  jafer, 82045063 (78.24MB), 537530911 (512.63MB), 605, 36988080, 59, 9746886, 563, 35310097
  suresh, 713512765 (680.46MB), 83755 (81.79KB), 357, 30758762, 37, 4452135, 5644, 678301868
  bala, 331515741 (316.16MB), 17825 (17.41KB), 430, 113402690, 209, 132816201, 473, 85296850
  deepak, 359111601 (342.48MB), 46521303 (44.37MB), 641, 221524823, 30, 27268660, 1119, 110318118
  narayanan, 273328821 (260.67MB), 4963469 (4.73MB), 1138, 126435804, 77, 3325995, 1182, 143567022
  dhana, 442624246 (422.12MB), 31923715 (30.44MB), 1063, 154319455, 125, 64373329, 1613, 223931462
  info, 64314684 (61.34MB), 88824641 (84.71MB), 245, 64314684, 0, 0, 0, 0
