domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
juseffex.com, 29, 1892255898 (1.76GB), 7315953973 (6.81GB), 15275, 807825279, 2045, 549050583, 7319, 535380036
  sathish, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 204589 (199.79KB), 71506611 (68.19MB), 2, 6121, 0, 0, 10, 198468
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 166277271 (158.57MB), 1117008190 (1.04GB), 183, 79429959, 35, 1321955, 1892, 85525357
  accounts, 54970488 (52.42MB), 1634826 (1.56MB), 272, 21709782, 94, 11271059, 197, 21989647
  sriram, 211536554 (201.74MB), 731367 (714.23KB), 534, 86801433, 749, 46447688, 560, 78287433
  vipin.aryat, 589, 646682 (631.53KB), 0, 0, 1, 589, 0, 0
  anmurthy, 191275 (186.79KB), 3859220 (3.68MB), 28, 191275, 0, 0, 0, 0
  jay, 112483 (109.85KB), 96597756 (92.12MB), 18, 112483, 0, 0, 0, 0
  production, 8712498 (8.31MB), 57834244 (55.16MB), 32, 8712498, 0, 0, 0, 0
  manoj, 14589 (14.25KB), 131581774 (125.49MB), 1, 14589, 0, 0, 0, 0
  saras, 27565910 (26.29MB), 583718037 (556.68MB), 260, 26897697, 7, 668213, 0, 0
  anil, 17033470 (16.24MB), 181840876 (173.42MB), 37, 3372531, 9, 1674348, 155, 11986591
  jagan, 629496068 (600.33MB), 441489 (431.14KB), 543, 119050464, 811, 417320513, 634, 93125091
  mer, 70705083 (67.43MB), 24762 (24.18KB), 219, 26944348, 254, 8466061, 217, 35294674
  ramaswamy, 45766499 (43.65MB), 1728163718 (1.61GB), 669, 45766499, 0, 0, 0, 0
  suresh, 0, 16463121 (15.70MB), 0, 0, 0, 0, 0, 0
  amutha, 1831599 (1.75MB), 91455295 (87.22MB), 13, 1831599, 0, 0, 0, 0
  tony1, 113826249 (108.55MB), 1316115588 (1.23GB), 185, 52300503, 35, 61525746, 0, 0
  purchase, 229065674 (218.45MB), 8269555 (7.89MB), 3105, 121438228, 48, 348659, 3110, 107278787
  cspillai, 131701936 (125.60MB), 17106773 (16.31MB), 221, 35358582, 2, 5752, 316, 96337602
  kannan, 69181215 (65.98MB), 280030078 (267.06MB), 2347, 69181215, 0, 0, 0, 0
  balaji, 787662 (769.20KB), 3956453 (3.77MB), 4, 787662, 0, 0, 0, 0
  annie, 97148435 (92.65MB), 667476761 (636.56MB), 6427, 97148435, 0, 0, 0, 0
  sr, 9372315 (8.94MB), 8066920 (7.69MB), 30, 7335533, 0, 0, 90, 2036782
  prabhu, 14610 (14.27KB), 535735235 (510.92MB), 1, 14610, 0, 0, 0, 0
  geetha, 6571686 (6.27MB), 284505070 (271.33MB), 138, 3252082, 0, 0, 138, 3319604
  chandran, 167151 (163.23KB), 111113449 (105.97MB), 6, 167151, 0, 0, 0, 0
lakshmicargo.net, 17, 898909520 (857.27MB), 671873705 (640.75MB), 1515, 201976454, 1432, 138118903, 2807, 558814163
  ixmbm, 3575105 (3.41MB), 42935699 (40.95MB), 30, 1019250, 36, 757667, 32, 1798188
  hblbm, 266002942 (253.68MB), 153792653 (146.67MB), 59, 30522469, 65, 39728382, 535, 195752091
  salesaccts, 5645022 (5.38MB), 1409592 (1.34MB), 2, 30224, 1, 22955, 56, 5591843
  accts, 0, 696384 (680.06KB), 0, 0, 0, 0, 0, 0
  vjdbm, 15728687 (15.00MB), 5922747 (5.65MB), 69, 7331906, 69, 1918004, 11, 6478777
  commercial, 131296752 (125.21MB), 269994 (263.67KB), 76, 41840980, 56, 15641128, 337, 73814644
  cbebm, 35469404 (33.83MB), 491469 (479.95KB), 262, 14343461, 216, 8635397, 195, 12490546
  sales, 26245449 (25.03MB), 15718494 (14.99MB), 97, 9106513, 71, 6080184, 219, 11058752
  vpmbm, 19698837 (18.79MB), 20575 (20.09KB), 114, 7813853, 148, 10145204, 21, 1739780
  slmbm, 95094590 (90.69MB), 21907894 (20.89MB), 165, 44281545, 165, 23912344, 37, 26900701
  tnlvbm, 7938952 (7.57MB), 9395277 (8.96MB), 102, 2791724, 132, 3780298, 15, 1366930
  vlrbm, 157376082 (150.09MB), 29111266 (27.76MB), 46, 5802207, 89, 2483238, 488, 149090637
  maabm, 38073130 (36.31MB), 95603988 (91.18MB), 262, 19008862, 117, 7308944, 121, 11755324
  blrbm, 19386466 (18.49MB), 146133706 (139.36MB), 110, 7408745, 43, 4300029, 109, 7677692
  hydbm, 2851721 (2.72MB), 102973047 (98.20MB), 7, 2842592, 10, 9129, 0, 0
  operation, 56050261 (53.45MB), 1928428 (1.84MB), 31, 2257269, 54, 3005816, 604, 50787176
  trzbm, 18476120 (17.62MB), 43562492 (41.54MB), 83, 5574854, 160, 10390184, 27, 2511082
alphaenter.net, 1, 431379223 (411.40MB), 1833149097 (1.71GB), 439, 301396736, 152, 68918823, 590, 61063664
  info, 431379223 (411.40MB), 1833149097 (1.71GB), 439, 301396736, 152, 68918823, 590, 61063664
bhumisagarexpo.com, 2, 36035130 (34.37MB), 32768 (32.00KB), 37, 8536945, 16, 16918652, 38, 10579533
  jagruti, 5978408 (5.70MB), 16384 (16.00KB), 7, 2003364, 1, 33548, 8, 3941496
  jatin, 30056722 (28.66MB), 16384 (16.00KB), 30, 6533581, 15, 16885104, 30, 6638037
bullfreight.com, 1, 583631207 (556.59MB), 30397633 (28.99MB), 1714, 205922548, 1139, 254488318, 662, 123220341
  venkat-cmd, 583631207 (556.59MB), 30397633 (28.99MB), 1714, 205922548, 1139, 254488318, 662, 123220341
kinship-global.com, 1, 239302457 (228.22MB), 403580 (394.12KB), 1354, 117193628, 9, 144126, 1364, 121964703
  jatin, 239302457 (228.22MB), 403580 (394.12KB), 1354, 117193628, 9, 144126, 1364, 121964703
agrowintl.in, 2, 13765205 (13.13MB), 836218 (816.62KB), 25, 3379424, 115, 2054839, 60, 8330942
  info, 8675077 (8.27MB), 218031 (212.92KB), 12, 2330363, 66, 1400519, 19, 4944195
  sales, 5090128 (4.85MB), 618187 (603.70KB), 13, 1049061, 49, 654320, 41, 3386747
renalo.net, 1, 47935815 (45.72MB), 16384 (16.00KB), 196, 12075711, 26, 23558211, 195, 12301893
  yesmag, 47935815 (45.72MB), 16384 (16.00KB), 196, 12075711, 26, 23558211, 195, 12301893
pranaav.com, 16, 905764116 (863.80MB), 1150443073 (1.07GB), 10616, 452301606, 104, 59079564, 6480, 394382946
  info, 296030 (289.09KB), 16384 (16.00KB), 7, 146386, 0, 0, 7, 149644
  prabhakar, 123607912 (117.88MB), 81770356 (77.98MB), 4298, 87379391, 22, 14803969, 262, 21424552
  sakthi.priyasarath, 20934215 (19.96MB), 1890236 (1.80MB), 32, 10397937, 0, 0, 32, 10536278
  kumar, 184232664 (175.70MB), 51549699 (49.16MB), 2335, 91249818, 0, 0, 2349, 92982846
  tamil, 5630 (5.50KB), 68808282 (65.62MB), 2, 5630, 0, 0, 0, 0
  srinivas, 1371279 (1.31MB), 50963948 (48.60MB), 39, 1371279, 0, 0, 0, 0
  sales, 81784362 (78.00MB), 142563 (139.22KB), 180, 40603794, 0, 0, 180, 41180568
  srini, 5416588 (5.17MB), 24075469 (22.96MB), 125, 2680236, 0, 0, 125, 2736352
  web, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  accounts, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  projects, 29925317 (28.54MB), 13019670 (12.42MB), 19, 7706990, 1, 7935745, 34, 14282582
  smahendran, 431499418 (411.51MB), 33139472 (31.60MB), 3482, 206903997, 59, 13780901, 3482, 210814520
  muthu, 2271430 (2.17MB), 103568036 (98.77MB), 19, 533457, 7, 1737973, 0, 0
  priyamahendran, 3003619 (2.86MB), 429517414 (409.62MB), 68, 3003619, 0, 0, 0, 0
  arul, 20871897 (19.90MB), 167062045 (159.32MB), 1, 50921, 15, 20820976, 0, 0
  manoj, 543755 (531.01KB), 124886728 (119.10MB), 9, 268151, 0, 0, 9, 275604
ptlinfotech.com, 4, 10229191 (9.76MB), 19219514 (18.33MB), 70, 5156858, 0, 0, 66, 5072333
  kumar, 563727 (550.51KB), 365913 (357.34KB), 18, 278577, 0, 0, 18, 285150
  srini, 116320 (113.59KB), 18820711 (17.95MB), 2, 57297, 0, 0, 2, 59023
  accounts, 2693018 (2.57MB), 16384 (16.00KB), 11, 1336723, 0, 0, 11, 1356295
  smahendran, 6856126 (6.54MB), 16506 (16.12KB), 39, 3484261, 0, 0, 35, 3371865
bhavantirupati.org, 2, 385766558 (367.90MB), 1496508522 (1.39GB), 862, 332448099, 76, 53318459, 0, 0
  kendra, 51385925 (49.01MB), 495334847 (472.39MB), 53, 18934809, 13, 32451116, 0, 0
  principal, 334380633 (318.89MB), 1001173675 (954.79MB), 809, 313513290, 63, 20867343, 0, 0
mfapartments.net, 1, 64710695 (61.71MB), 33452572 (31.90MB), 260, 7291736, 87, 57418959, 0, 0
