domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
juseffex.com, 29, 1517801223 (1.41GB), 6880371131 (6.41GB), 11387, 705233484, 1909, 277224946, 4248, 535342793
  sathish, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 4901414 (4.67MB), 71312135 (68.01MB), 5, 1119124, 18, 956325, 37, 2825965
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 205006803 (195.51MB), 1032476035 (984.65MB), 131, 92357594, 118, 9370943, 396, 103278266
  accounts, 69124147 (65.92MB), 1605397 (1.53MB), 251, 35461898, 68, 9284237, 150, 24378012
  sriram, 240404109 (229.27MB), 277199 (270.70KB), 445, 129566276, 363, 18042108, 513, 92795725
  vipin.aryat, 15654 (15.29KB), 646682 (631.53KB), 0, 0, 0, 0, 2, 15654
  anmurthy, 93520 (91.33KB), 3657169 (3.49MB), 10, 93520, 0, 0, 0, 0
  jay, 51285 (50.08KB), 96483679 (92.01MB), 12, 51285, 0, 0, 0, 0
  production, 1028586 (1004.48KB), 48978409 (46.71MB), 8, 1028586, 0, 0, 0, 0
  amutha, 0, 89622707 (85.47MB), 0, 0, 0, 0, 0, 0
  saras, 6382451 (6.09MB), 552477408 (526.88MB), 172, 5935597, 8, 446854, 0, 0
  anil, 2614450 (2.49MB), 180998267 (172.61MB), 9, 422447, 5, 245610, 103, 1946393
  jagan, 394796495 (376.51MB), 365999 (357.42KB), 368, 98133426, 638, 221528979, 447, 75134090
  mer, 70019862 (66.78MB), 16485 (16.10KB), 261, 16885584, 546, 14629953, 221, 38504325
  ramaswamy, 20879151 (19.91MB), 1682296781 (1.57GB), 587, 20879151, 0, 0, 0, 0
  suresh, 0, 16463121 (15.70MB), 0, 0, 0, 0, 0, 0
  manoj, 37236 (36.36KB), 131567111 (125.47MB), 2, 37236, 0, 0, 0, 0
  tony1, 15842818 (15.11MB), 1210802454 (1.13GB), 135, 14090326, 23, 1752492, 0, 0
  purchase, 213573582 (203.68MB), 10373635 (9.89MB), 1701, 117574127, 120, 962021, 1609, 95037434
  cspillai, 148230151 (141.36MB), 17344425 (16.54MB), 141, 57352552, 1, 2548, 227, 90875051
  kannan, 37474892 (35.74MB), 210512376 (200.76MB), 1601, 37474892, 0, 0, 0, 0
  balaji, 9928 (9.70KB), 3168499 (3.02MB), 1, 9928, 0, 0, 0, 0
  annie, 68662526 (65.48MB), 587676278 (560.45MB), 5112, 68662526, 0, 0, 0, 0
  sr, 6778209 (6.46MB), 3318591 (3.16MB), 46, 2211972, 1, 2876, 157, 4563361
  prabhu, 39860 (38.93KB), 535720550 (510.90MB), 3, 39860, 0, 0, 0, 0
  geetha, 11834094 (11.29MB), 281231110 (268.20MB), 386, 5845577, 0, 0, 386, 5988517
  chandran, 0, 110908506 (105.77MB), 0, 0, 0, 0, 0, 0
lakshmicargo.net, 17, 649746291 (619.65MB), 1098119192 (1.02GB), 1570, 214589875, 1479, 203537739, 1780, 231618677
  cbebm, 104504058 (99.66MB), 491469 (479.95KB), 263, 42673822, 176, 31125130, 201, 30705106
  hblbm, 68793095 (65.61MB), 292732883 (279.17MB), 74, 19210889, 80, 49582206, 0, 0
  salesaccts, 5825396 (5.56MB), 1989015 (1.90MB), 3, 559382, 1, 421923, 47, 4844091
  accts, 0, 696384 (680.06KB), 0, 0, 0, 0, 0, 0
  vjdbm, 3803312 (3.63MB), 337740 (329.82KB), 50, 1696301, 48, 1420713, 18, 686298
  commercial, 85171986 (81.23MB), 27445629 (26.17MB), 53, 25028227, 34, 11538129, 291, 48605630
  hydbm, 2415009 (2.30MB), 101622889 (96.92MB), 22, 2329230, 22, 85779, 0, 0
  sales, 86106098 (82.12MB), 25303863 (24.13MB), 60, 24943344, 73, 13317118, 155, 47845636
  ixmbm, 15156776 (14.45MB), 42435668 (40.47MB), 46, 2612825, 49, 913603, 55, 11630348
  vpmbm, 34559756 (32.96MB), 20575 (20.09KB), 137, 13602287, 185, 18053441, 30, 2904028
  slmbm, 45183461 (43.09MB), 184169694 (175.64MB), 124, 15456964, 131, 15198158, 33, 14528339
  tnlvbm, 8467438 (8.08MB), 9395277 (8.96MB), 124, 3369562, 154, 4397812, 17, 700064
  vlrbm, 4247559 (4.05MB), 128927518 (122.95MB), 46, 1770890, 79, 2476669, 0, 0
  maabm, 38684251 (36.89MB), 89021722 (84.90MB), 271, 18205480, 146, 11926206, 66, 8552565
  blrbm, 75519877 (72.02MB), 146303958 (139.53MB), 138, 33499263, 52, 28089966, 119, 13930648
  operation, 43728784 (41.70MB), 3824130 (3.65MB), 56, 2712851, 55, 899732, 724, 40116201
  trzbm, 27579435 (26.30MB), 43400778 (41.39MB), 103, 6918558, 194, 14091154, 24, 6569723
alphaenter.net, 1, 696611419 (664.34MB), 2857473010 (2.66GB), 507, 427497312, 228, 81433617, 887, 187680490
  info, 696611419 (664.34MB), 2857473010 (2.66GB), 507, 427497312, 228, 81433617, 887, 187680490
kllpl.org, 6, 1418587424 (1.32GB), 3625841133 (3.38GB), 1007, 270139542, 1627, 770795627, 1815, 377652255
  logistics, 341086740 (325.29MB), 3616672490 (3.37GB), 182, 99553847, 138, 128843581, 268, 112689312
  account, 17199749 (16.40MB), 1112029 (1.06MB), 20, 6079539, 3, 1105921, 37, 10014289
  sagar, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kinair, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  himanshu, 627179543 (598.13MB), 7103996 (6.77MB), 142, 23303429, 555, 507944452, 414, 95931662
  jatin, 433121392 (413.06MB), 919850 (898.29KB), 663, 141202727, 931, 132901673, 1096, 159016992
bullfreight.com, 1, 402430855 (383.79MB), 30290906 (28.89MB), 1752, 188651820, 566, 107357174, 595, 106421861
  venkat-cmd, 402430855 (383.79MB), 30290906 (28.89MB), 1752, 188651820, 566, 107357174, 595, 106421861
kinship-global.com, 1, 187545010 (178.86MB), 1079065 (1.03MB), 1191, 93368521, 0, 0, 1186, 94176489
  jatin, 187545010 (178.86MB), 1079065 (1.03MB), 1191, 93368521, 0, 0, 1186, 94176489
bhavanssvvidyalaya.org, 2, 9003536 (8.59MB), 118973874 (113.46MB), 27, 3735309, 37, 5268227, 0, 0
  accounts, 7558383 (7.21MB), 79278570 (75.61MB), 5, 3060427, 28, 4497956, 0, 0
  webadmin, 1445153 (1.38MB), 39695304 (37.86MB), 22, 674882, 9, 770271, 0, 0
pranaav.com, 16, 878274590 (837.59MB), 1116295894 (1.04GB), 9309, 430377308, 110, 66468870, 6154, 381428412
  info, 116451 (113.72KB), 16384 (16.00KB), 3, 57588, 0, 0, 3, 58863
  priyamahendran, 2613956 (2.49MB), 426507621 (406.75MB), 68, 2613956, 0, 0, 0, 0
  prabhakar, 107466289 (102.49MB), 79945526 (76.24MB), 3789, 67193292, 34, 16808765, 748, 23464232
  sakthi.priyasarath, 27510828 (26.24MB), 1890236 (1.80MB), 33, 13665050, 0, 0, 33, 13845778
  srinivas, 5344731 (5.10MB), 50803840 (48.45MB), 42, 5344731, 0, 0, 0, 0
  sales, 62453244 (59.56MB), 142563 (139.22KB), 158, 30996313, 1, 10301, 158, 31446630
  srini, 5690138 (5.43MB), 24075469 (22.96MB), 142, 2813128, 0, 0, 142, 2877010
  kumar, 220223859 (210.02MB), 51671154 (49.28MB), 1842, 109150377, 0, 0, 1839, 111073482
  web, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  accounts, 0, 16387 (16.00KB), 0, 0, 0, 0, 0, 0
  projects, 25653931 (24.47MB), 5082654 (4.85MB), 19, 9228060, 3, 149679, 39, 16276192
  smahendran, 412175128 (393.08MB), 33211480 (31.67MB), 3177, 181094750, 68, 48819383, 3186, 182260995
  muthu, 8272223 (7.89MB), 103037199 (98.26MB), 27, 8090458, 2, 181765, 0, 0
  tamil, 506683 (494.81KB), 68802205 (65.61MB), 3, 7706, 2, 498977, 0, 0
  arul, 0, 146190064 (139.42MB), 0, 0, 0, 0, 0, 0
  manoj, 247129 (241.34KB), 124886728 (119.10MB), 6, 121899, 0, 0, 6, 125230
ptlinfotech.com, 4, 6437985 (6.14MB), 19219514 (18.33MB), 48, 3183579, 0, 0, 49, 3254406
  kumar, 1651774 (1.58MB), 365913 (357.34KB), 17, 818730, 0, 0, 17, 833044
  smahendran, 2992809 (2.85MB), 16506 (16.12KB), 26, 1474818, 0, 0, 27, 1517991
  accounts, 1640717 (1.56MB), 16384 (16.00KB), 3, 814689, 0, 0, 3, 826028
  srini, 152685 (149.11KB), 18820711 (17.95MB), 2, 75342, 0, 0, 2, 77343
bhavantirupati.org, 2, 465115032 (443.57MB), 1386459867 (1.29GB), 736, 302498161, 57, 162616871, 0, 0
  kendra, 31146776 (29.70MB), 457814850 (436.61MB), 50, 25056681, 7, 6090095, 0, 0
  principal, 433968256 (413.86MB), 928645017 (885.62MB), 686, 277441480, 50, 156526776, 0, 0
