domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
kllpl.org, 6, 1810155232 (1.69GB), 4082673766 (3.80GB), 1106, 186865589, 9184, 1442868805, 2212, 180420838
  logistics, 1063110710 (1013.86MB), 4030181728 (3.75GB), 228, 26276665, 7874, 1022989251, 147, 13844794
  account, 1518914 (1.45MB), 81416 (79.51KB), 10, 594529, 1, 24063, 8, 900322
  sagar, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  kinair, 0, 16384 (16.00KB), 0, 0, 0, 0, 0, 0
  himanshu, 62543525 (59.65MB), 32903138 (31.38MB), 138, 23928140, 159, 13874110, 116, 24741275
  jatin, 682982083 (651.34MB), 19474716 (18.57MB), 730, 136066255, 1150, 405981381, 1941, 140934447
juseffex.com, 30, 3297723621 (3.07GB), 8169413894 (7.61GB), 17484, 623761877, 874, 208414457, 11386, 2465547287
  sathish, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  juseffex, 0, 20483 (20.00KB), 0, 0, 0, 0, 0, 0
  sales, 17142843 (16.35MB), 82896625 (79.06MB), 51, 3092168, 3, 264739, 48, 13785936
  sample, 0, 29157 (28.47KB), 0, 0, 0, 0, 0, 0
  planning, 2456780102 (2.29GB), 420171 (410.32KB), 283, 106687800, 122, 48353690, 10027, 2301738612
  accounts, 62218472 (59.34MB), 1658713 (1.58MB), 147, 18386561, 87, 25255745, 164, 18576166
  sriram, 67552591 (64.42MB), 227011012 (216.49MB), 212, 38860730, 103, 2336625, 139, 26355236
  vipin.aryat, 0, 646682 (631.53KB), 0, 0, 0, 0, 0, 0
  anmurthy, 64510 (63.00KB), 5857235 (5.59MB), 8, 64510, 0, 0, 0, 0
  jay, 477350 (466.16KB), 99136737 (94.54MB), 147, 477350, 0, 0, 0, 0
  production, 2637370 (2.52MB), 82181865 (78.37MB), 26, 2637370, 0, 0, 0, 0
  manoj, 15406 (15.04KB), 131642201 (125.54MB), 3, 15406, 0, 0, 0, 0
  saras, 27019644 (25.77MB), 666397526 (635.53MB), 117, 14529015, 24, 12490629, 0, 0
  anil, 7737247 (7.38MB), 180093103 (171.75MB), 47, 2924752, 6, 404978, 97, 4407517
  jagan, 78489234 (74.85MB), 103790873 (98.98MB), 125, 35986377, 7, 33333, 453, 42469524
  customercare, 5353761 (5.11MB), 20483 (20.00KB), 43, 2508478, 55, 1137674, 24, 1707609
  mer, 133774533 (127.58MB), 15051624 (14.35MB), 180, 32129740, 306, 98431859, 59, 3212934
  ramaswamy, 7192889 (6.86MB), 1853214375 (1.73GB), 529, 7192889, 0, 0, 0, 0
  suresh, 0, 16463121 (15.70MB), 0, 0, 0, 0, 0, 0
  amutha, 82911 (80.97KB), 99259956 (94.66MB), 11, 82911, 0, 0, 0, 0
  tony1, 55106826 (52.55MB), 1553535140 (1.45GB), 241, 44238089, 80, 10868737, 0, 0
  purchase, 136224646 (129.91MB), 285308271 (272.09MB), 7586, 130608599, 70, 5616047, 0, 0
  cspillai, 96310746 (91.85MB), 17166285 (16.37MB), 147, 44618968, 11, 3220401, 203, 48471377
  kannan, 35116550 (33.49MB), 607303803 (579.17MB), 1958, 35116550, 0, 0, 0, 0
  balaji, 45125 (44.07KB), 5449474 (5.20MB), 3, 45125, 0, 0, 0, 0
  annie, 98679533 (94.11MB), 1147715379 (1.07GB), 5433, 98679533, 0, 0, 0, 0
  sr, 54926 (53.64KB), 19840222 (18.92MB), 6, 54926, 0, 0, 0, 0
  prabhu, 26872 (26.24KB), 536602222 (511.74MB), 4, 26872, 0, 0, 0, 0
  geetha, 9563319 (9.12MB), 303992130 (289.91MB), 173, 4740943, 0, 0, 172, 4822376
